Facility ID,Property type,Rating snapshot date,Original Loan Amount,Principal Repayment Type,Current Loan Balance,Interest rate,Property value,Net operating income,Contractual term,Months to maturity,Annual tenant turnover,Region,Property Class,Default flag
ABC1006720,Multifamily residential,1/1/2019," $3,866,086.96 ", Partially amortizing ," $3,234,626.09 ",5.70%," $5,154,782.61 "," $637,131.13 ",60,11,6%,Northeast,N/A,0
ABC1006721,Office building,1/1/2018," $2,844,583.17 ", Fully amortizing ," $900,784.67 ",5.64%," $4,515,211.38 "," $236,597.08 ",60,19,40%,Northeast,Class A,0
ABC1006722,Office building,1/1/2016," $6,023,489.26 ", Partially amortizing ," $4,818,791.41 ",7.62%," $11,154,609.74 "," $963,758.28 ",120,60,15%,Northeast,Class B,0
ABC1006723,Office building,1/1/2016," $1,408,431.06 ", Partially amortizing ," $1,319,230.43 ",6.91%," $2,308,903.38 "," $276,375.73 ",60,41,7%,South,Class A,0
ABC1006724,Office building,1/1/2023," $1,119,917.22 ", Partially amortizing ," $1,026,590.78 ",6.79%," $1,382,613.85 "," $54,336.72 ",60,35,5%,South,Class C,1
ABC1006725,Multifamily residential,1/1/2020," $4,380,028.95 ", Partially amortizing ," $3,416,422.58 ",7.75%," $7,064,562.82 "," $526,309.93 ",120,54,38%,Northeast,N/A,0
ABC1006726,Multifamily residential,1/1/2021," $27,844,144.86 ", Fully amortizing ," $27,844,144.86 ",5.34%," $34,805,181.08 "," $4,187,063.28 ",60,60,11%,Northeast,N/A,1
ABC1006727,Office building,1/1/2021," $5,344,224.39 ", Partially amortizing ," $5,041,385.01 ",7.33%," $7,221,924.85 "," $764,801.84 ",120,103,53%,Northeast,Class A,0
ABC1006728,Multifamily residential,1/1/2019," $1,066,301.60 ", Partially amortizing ," $952,562.76 ",6.37%," $1,501,833.24 "," $99,271.18 ",60,28,31%,Northeast,N/A,0
ABC1006729,Retail space,1/1/2023," $11,437,666.76 ", Partially amortizing ," $8,921,380.07 ",6.27%," $15,668,036.66 "," $1,479,062.66 ",120,54,11%,Midwest,N/A,0
ABC1006730,Multifamily residential,1/1/2022," $19,457,575.13 ", Fully amortizing ," $4,540,100.86 ",5.44%," $28,199,384.25 "," $3,383,926.11 ",60,14,5%,Midwest,N/A,0
ABC1006731,Retail space,1/1/2016," $492,433.00 ", Partially amortizing ," $351,268.87 ",7.04%," $911,912.97 "," $77,147.84 ",120,34,31%,South,N/A,0
ABC1006732,Office building,1/1/2016," $3,463,636.51 ", Partially amortizing ," $2,828,636.48 ",7.01%," $4,384,350.01 "," $240,700.82 ",60,5,13%,Northeast,Class C,0
ABC1006733,Office building,1/1/2021," $19,913,595.70 ", Fully amortizing ," $1,327,573.05 ",7.75%," $32,118,702.74 "," $1,532,062.12 ",120,8,17%,Northeast,Class B,0
ABC1006734,Retail space,1/1/2022," $852,607.52 ", Partially amortizing ," $804,293.09 ",6.10%," $1,200,855.66 "," $82,738.96 ",60,43,15%,Northeast,N/A,0
ABC1006735,Multifamily residential,1/1/2019," $3,001,636.52 ", Partially amortizing ," $2,861,560.15 ",7.84%," $4,617,902.33 "," $437,315.35 ",120,106,33%,Northeast,N/A,0
ABC1006736,Retail space,1/1/2017," $3,395,051.73 ", Fully amortizing ," $198,044.68 ",6.96%," $5,388,971.00 "," $255,437.23 ",120,7,2%,South,N/A,1
ABC1006737,Retail space,1/1/2016," $2,892,773.06 ", Partially amortizing ," $2,478,142.26 ",6.92%," $4,192,424.73 "," $487,579.00 ",120,77,27%,South,N/A,0
ABC1006738,Retail space,1/1/2017," $4,172,489.73 ", Partially amortizing ," $3,490,983.07 ",7.40%," $5,715,739.35 "," $466,975.91 ",120,71,32%,Northeast,N/A,0
ABC1006739,Multifamily residential,1/1/2020," $6,665,092.05 ", Fully amortizing ," $4,665,564.43 ",5.47%," $8,228,508.70 "," $371,105.74 ",60,42,13%,South,N/A,1
ABC1006740,Multifamily residential,1/1/2021," $4,207,586.09 ", Partially amortizing ," $3,239,841.29 ",7.30%," $5,394,341.14 "," $487,109.00 ",120,51,4%,South,N/A,0
ABC1006741,Multifamily residential,1/1/2018," $7,796,710.49 ", Partially amortizing ," $6,419,291.64 ",6.22%," $10,125,598.04 "," $858,650.71 ",180,127,13%,West,N/A,0
ABC1006742,Office building,1/1/2021," $3,745,196.92 ", Partially amortizing ," $2,921,253.60 ",7.35%," $5,427,821.62 "," $406,543.84 ",120,54,27%,Midwest,Class A,0
ABC1006743,Multifamily residential,1/1/2018," $1,190,348.28 ", Partially amortizing ," $1,103,056.07 ",6.18%," $1,653,261.50 "," $115,067.00 ",60,38,5%,Northeast,N/A,0
ABC1006744,Office building,1/1/2017," $1,361,193.91 ", Fully amortizing ," $328,955.20 ",6.75%," $1,601,404.60 "," $69,180.68 ",120,29,36%,Northeast,Class B,0
ABC1006745,Multifamily residential,1/1/2019," $4,276,055.18 ", Fully amortizing ," $4,062,252.42 ",8.22%," $5,701,406.91 "," $359,758.78 ",120,114,11%,West,N/A,0
ABC1006746,Multifamily residential,1/1/2015," $30,250,343.72 ", Fully amortizing ," $29,241,998.93 ",7.74%," $47,266,162.07 "," $3,582,775.08 ",60,58,1%,Midwest,N/A,0
ABC1006747,Retail space,1/1/2018," $8,170,397.77 ", Partially amortizing ," $7,707,408.56 ",5.44%," $10,342,275.65 "," $679,487.51 ",60,43,12%,South,N/A,0
ABC1006748,Multifamily residential,1/1/2020," $2,387,461.28 ", Partially amortizing ," $2,268,088.22 ",5.60%," $3,789,621.08 "," $338,034.20 ",60,45,14%,South,N/A,0
ABC1006749,Multifamily residential,1/1/2017," $15,788,553.01 ", Partially amortizing ," $15,472,781.95 ",6.11%," $25,882,873.79 "," $1,568,502.15 ",60,54,15%,South,N/A,1
ABC1006750,Office building,1/1/2021," $4,636,132.26 ", Partially amortizing ," $4,002,527.52 ",7.77%," $7,477,632.68 "," $272,185.83 ",120,79,21%,Northeast,Class C,1
ABC1006751,Multifamily residential,1/1/2022," $8,195,704.74 ", Partially amortizing ," $7,294,177.22 ",6.08%," $12,052,506.97 "," $962,995.31 ",60,27,1%,South,N/A,0
ABC1006752,Retail space,1/1/2017," $7,079,896.34 ", Fully amortizing ," $3,303,951.63 ",6.73%," $8,232,437.61 "," $447,844.61 ",120,56,5%,South,N/A,0
ABC1006753,Multifamily residential,1/1/2019," $7,948,823.75 ", Partially amortizing ," $7,180,437.45 ",5.62%," $10,741,653.71 "," $778,769.89 ",60,31,31%,South,N/A,0
ABC1006754,Retail space,1/1/2018," $520,513.46 ", Fully amortizing ," $8,675.22 ",6.95%," $839,537.84 "," $77,237.48 ",120,2,14%,South,N/A,0
ABC1006755,Office building,1/1/2022," $2,249,777.97 ", Partially amortizing ," $1,919,810.54 ",5.84%," $3,461,196.88 "," $404,613.92 ",120,76,9%,South,Class A,0
ABC1006756,Multifamily residential,1/1/2015," $264,334.95 ", Fully amortizing ," $224,684.70 ",7.92%," $400,507.49 "," $34,363.54 ",60,51,2%,Midwest,N/A,0
ABC1006757,Retail space,1/1/2019," $1,728,724.86 ", Partially amortizing ," $1,676,863.11 ",6.23%," $2,980,560.10 "," $255,732.06 ",60,51,3%,West,N/A,0
ABC1006758,Multifamily residential,1/1/2022," $2,574,596.42 ", Partially amortizing ," $2,205,570.93 ",6.13%," $3,178,514.10 "," $374,428.96 ",60,17,37%,Midwest,N/A,0
ABC1006759,Retail space,1/1/2016," $1,520,223.77 ", Partially amortizing ," $1,342,864.33 ",6.86%," $2,268,990.70 "," $182,426.85 ",60,25,3%,Northeast,N/A,0
ABC1006760,Multifamily residential,1/1/2016," $1,417,243.50 ", Partially amortizing ," $1,407,795.21 ",6.85%," $2,214,442.96 "," $130,209.25 ",120,118,15%,South,N/A,0
ABC1006761,Multifamily residential,1/1/2019," $613,458.70 ", Partially amortizing ," $280,146.14 ",6.27%," $786,485.51 "," $55,919.12 ",180,17,14%,South,N/A,0
ABC1006762,Office building,1/1/2023," $3,559,506.88 ", Partially amortizing ," $3,144,231.07 ",6.00%," $5,085,009.82 "," $169,839.33 ",60,25,13%,Northeast,Class C,0
ABC1006763,Retail space,1/1/2016," $616,737.32 ", Fully amortizing ," $298,089.70 ",7.66%," $1,027,895.53 "," $82,334.43 ",120,58,14%,Northeast,N/A,0
ABC1006764,Retail space,1/1/2022," $2,661,716.89 ", Fully amortizing ," $1,730,115.98 ",6.81%," $4,511,384.56 "," $296,397.97 ",180,117,2%,South,N/A,0
ABC1006765,Office building,1/1/2019," $879,966.41 ", Partially amortizing ," $613,043.26 ",6.37%," $1,466,610.68 "," $114,395.63 ",180,89,3%,South,Class A,0
ABC1006766,Office building,1/1/2016," $6,495,989.89 ", Partially amortizing ," $5,803,084.30 ",7.85%," $9,022,208.18 "," $647,794.55 ",180,148,13%,South,Class A,0
ABC1006767,Office building,1/1/2017," $4,686,698.36 ", Partially amortizing ," $4,218,028.52 ",7.38%," $6,695,283.37 "," $354,850.02 ",120,90,5%,Northeast,Class A,0
ABC1006768,Multifamily residential,1/1/2020," $5,665,474.00 ", Fully amortizing ," $566,547.40 ",7.77%," $8,992,815.88 "," $929,857.16 ",120,12,1%,Northeast,N/A,0
ABC1006769,Retail space,1/1/2018," $14,182,620.23 ", Fully amortizing ," $8,982,326.15 ",7.15%," $20,554,522.08 "," $1,062,668.79 ",120,76,10%,South,N/A,0
ABC1006770,Retail space,1/1/2015," $18,570,663.77 ", Partially amortizing ," $9,842,451.80 ",8.54%," $28,570,251.95 "," $2,999,876.46 ",180,39,15%,Northeast,N/A,0
ABC1006771,Multifamily residential,1/1/2023," $1,900,299.70 ", Partially amortizing ," $1,184,520.14 ",5.51%," $3,064,999.51 "," $221,292.96 ",120,7,5%,Midwest,N/A,0
ABC1006772,Retail space,1/1/2021," $2,735,191.73 ", Fully amortizing ," $2,438,879.29 ",7.50%," $4,082,375.72 "," $277,601.55 ",120,107,43%,Midwest,N/A,0
ABC1006773,Multifamily residential,1/1/2019," $2,680,439.62 ", Partially amortizing ," $2,197,960.49 ",7.38%," $3,153,458.38 "," $206,551.52 ",120,66,36%,Northeast,N/A,0
ABC1006774,Multifamily residential,1/1/2020," $636,850.99 ", Fully amortizing ," $233,512.03 ",5.98%," $1,098,018.94 "," $80,704.39 ",60,22,2%,Midwest,N/A,0
ABC1006775,Office building,1/1/2016," $1,442,730.24 ", Partially amortizing ," $1,442,730.24 ",7.25%," $2,219,584.99 "," $78,351.35 ",120,120,15%,West,Class C,0
ABC1006776,Multifamily residential,1/1/2022," $11,964,519.37 ", Partially amortizing ," $9,890,669.34 ",5.92%," $15,742,788.64 "," $1,596,318.77 ",60,8,8%,Northeast,N/A,0
ABC1006777,Multifamily residential,1/1/2017," $1,731,130.85 ", Partially amortizing ," $1,540,706.45 ",5.80%," $3,329,097.78 "," $320,592.12 ",60,27,3%,Northeast,N/A,0
ABC1006778,Office building,1/1/2019," $3,394,735.28 ", Partially amortizing ," $2,093,420.09 ",7.94%," $5,304,273.87 "," $158,067.36 ",120,5,11%,West,Class C,0
ABC1006779,Retail space,1/1/2019," $5,363,785.03 ", Partially amortizing ," $4,630,734.41 ",6.52%," $8,793,090.22 "," $795,774.66 ",60,19,13%,Northeast,N/A,0
ABC1006780,Retail space,1/1/2020," $4,773,026.43 ", Fully amortizing ," $2,346,737.99 ",7.77%," $6,818,609.18 "," $506,622.66 ",120,59,12%,Northeast,N/A,0
ABC1006781,Retail space,1/1/2021," $3,152,735.39 ", Partially amortizing ," $2,354,042.43 ",6.79%," $4,440,472.39 "," $404,527.03 ",120,44,24%,South,N/A,0
ABC1006782,Multifamily residential,1/1/2019," $7,152,826.11 ", Partially amortizing ," $5,412,305.09 ",8.09%," $13,005,138.39 "," $915,561.74 ",120,47,8%,Northeast,N/A,0
ABC1006783,Multifamily residential,1/1/2022," $2,422,989.62 ", Partially amortizing ," $2,350,299.93 ",5.46%," $3,146,739.77 "," $270,304.95 ",60,51,35%,West,N/A,1
ABC1006784,Multifamily residential,1/1/2018," $5,570,450.52 ", Fully amortizing ," $4,363,519.58 ",5.91%," $6,553,471.20 "," $684,182.39 ",60,47,7%,Northeast,N/A,0
ABC1006785,Retail space,1/1/2015," $8,286,937.14 ", Partially amortizing ," $6,325,695.35 ",6.99%," $13,153,868.48 "," $1,186,478.94 ",120,49,13%,Northeast,N/A,0
ABC1006786,Retail space,1/1/2019," $11,206,644.83 ", Partially amortizing ," $10,945,156.45 ",5.99%," $18,994,313.27 "," $1,454,964.40 ",60,53,6%,Northeast,N/A,0
ABC1006787,Retail space,1/1/2018," $75,046,927.51 ", Partially amortizing ," $64,540,357.66 ",7.38%," $100,062,570.02 "," $9,275,800.24 ",120,78,9%,South,N/A,0
ABC1006788,Multifamily residential,1/1/2017," $6,996,658.93 ", Partially amortizing ," $4,547,828.31 ",6.69%," $10,600,998.38 "," $1,147,028.02 ",120,15,13%,Midwest,N/A,0
ABC1006789,Multifamily residential,1/1/2018," $2,256,079.37 ", Partially amortizing ," $1,902,626.93 ",5.53%," $3,008,105.82 "," $225,607.94 ",60,13,12%,Northeast,N/A,0
ABC1006790,Multifamily residential,1/1/2016," $3,841,087.21 ", Fully amortizing ," $1,824,516.43 ",7.72%," $5,190,658.40 "," $358,674.50 ",120,57,28%,Northeast,N/A,0
ABC1006791,Multifamily residential,1/1/2015," $1,977,275.05 ", Partially amortizing ," $1,687,274.71 ",7.07%," $2,907,757.42 "," $183,479.49 ",120,76,8%,Northeast,N/A,0
ABC1006792,Office building,1/1/2020," $1,544,145.82 ", Fully amortizing ," $952,223.26 ",7.72%," $2,913,482.69 "," $72,254.37 ",120,74,17%,West,Class C,1
ABC1006793,Retail space,1/1/2023," $7,105,315.32 ", Partially amortizing ," $6,371,099.40 ",5.97%," $8,261,994.55 "," $926,995.79 ",60,29,3%,Northeast,N/A,0
ABC1006794,Multifamily residential,1/1/2015," $6,471,187.94 ", Fully amortizing ," $4,961,244.09 ",6.56%," $7,891,692.61 "," $751,289.14 ",120,92,6%,South,N/A,0
ABC1006795,Office building,1/1/2016," $2,562,603.18 ", Fully amortizing ," $42,710.05 ",7.03%," $3,660,861.68 "," $277,127.23 ",180,3,34%,Northeast,Class B,0
ABC1006796,Office building,1/1/2019," $4,615,167.10 ", Partially amortizing ," $3,707,517.57 ",5.57%," $5,768,958.87 "," $160,953.95 ",60,1,3%,Northeast,Class C,1
ABC1006797,Office building,1/1/2018," $6,710,885.33 ", Fully amortizing ," $2,013,265.60 ",7.39%," $11,184,808.88 "," $437,326.03 ",120,36,33%,South,Class C,0
ABC1006798,Office building,1/1/2020," $3,290,655.31 ", Partially amortizing ," $2,182,801.36 ",7.39%," $5,394,516.90 "," $267,028.59 ",120,19,22%,Midwest,Class B,0
ABC1006799,Multifamily residential,1/1/2022," $1,185,449.78 ", Partially amortizing ," $549,258.40 ",7.61%," $2,634,332.85 "," $147,522.64 ",180,19,9%,Northeast,N/A,0
ABC1006800,Multifamily residential,1/1/2015," $1,226,071.50 ", Partially amortizing ," $948,161.96 ",7.25%," $1,803,046.33 "," $160,651.43 ",120,52,13%,South,N/A,0
ABC1006801,Multifamily residential,1/1/2020," $2,275,381.49 ", Partially amortizing ," $1,607,936.25 ",8.12%," $3,611,716.65 "," $212,007.77 ",120,32,9%,Northeast,N/A,0
ABC1006802,Retail space,1/1/2021," $760,802.65 ", Partially amortizing ," $694,866.42 ",5.45%," $975,388.01 "," $35,601.66 ",60,34,41%,Midwest,N/A,0
ABC1006803,Retail space,1/1/2019," $9,043,401.99 ", Partially amortizing ," $8,651,521.24 ",7.88%," $13,702,124.23 "," $1,057,803.99 ",120,107,15%,Northeast,N/A,0
ABC1006804,Multifamily residential,1/1/2017," $2,170,118.62 ", Partially amortizing ," $1,880,769.47 ",6.68%," $3,390,810.34 "," $312,971.79 ",60,20,3%,Midwest,N/A,0
ABC1006805,Office building,1/1/2023," $2,845,471.33 ", Fully amortizing ," $1,991,829.93 ",6.07%," $4,377,648.20 "," $172,917.10 ",60,42,28%,Northeast,Class B,0
ABC1006806,Multifamily residential,1/1/2020," $1,691,179.86 ", Partially amortizing ," $1,595,346.34 ",7.96%," $3,131,814.56 "," $282,489.67 ",120,103,15%,Northeast,N/A,0
ABC1006807,Multifamily residential,1/1/2016," $968,650.11 ", Partially amortizing ," $965,421.28 ",7.58%," $1,291,533.48 "," $93,248.72 ",60,59,14%,South,N/A,0
ABC1006808,Retail space,1/1/2022," $6,317,957.44 ", Fully amortizing ," $5,686,161.70 ",6.16%," $6,867,345.05 "," $686,047.77 ",60,54,11%,Northeast,N/A,0
ABC1006809,Retail space,1/1/2016," $2,945,998.03 ", Partially amortizing ," $2,081,838.61 ",7.01%," $3,876,313.19 "," $193,815.66 ",120,32,7%,Northeast,N/A,0
ABC1006810,Multifamily residential,1/1/2017," $8,467,656.91 ", Fully amortizing ," $141,127.62 ",5.98%," $11,926,277.34 "," $870,618.25 ",60,1,32%,Northeast,N/A,0
ABC1006811,Retail space,1/1/2019," $409,340.26 ", Partially amortizing ," $399,788.99 ",7.72%," $620,212.52 "," $44,035.09 ",120,113,9%,South,N/A,0
ABC1006812,Multifamily residential,1/1/2015," $1,431,571.83 ", Partially amortizing ," $1,178,660.81 ",7.67%," $2,346,839.06 "," $197,838.53 ",60,7,9%,Northeast,N/A,0
ABC1006813,Office building,1/1/2020," $21,477,237.56 ", Partially amortizing ," $17,754,516.38 ",7.34%," $28,259,523.10 "," $1,412,976.15 ",120,68,45%,Northeast,Class B,0
ABC1006814,Office building,1/1/2020," $4,665,657.17 ", Partially amortizing ," $3,530,347.26 ",6.84%," $6,480,079.40 "," $375,844.61 ",180,107,29%,Northeast,Class A,0
ABC1006815,Multifamily residential,1/1/2020," $4,382,158.17 ", Partially amortizing ," $4,250,693.42 ",7.39%," $6,444,350.24 "," $404,060.76 ",120,111,6%,Northeast,N/A,0
ABC1006816,Multifamily residential,1/1/2016," $2,699,611.00 ", Partially amortizing ," $1,988,713.44 ",7.12%," $3,802,269.01 "," $280,607.45 ",180,101,9%,Northeast,N/A,0
ABC1006817,Multifamily residential,1/1/2020," $6,374,420.49 ", Partially amortizing ," $5,120,784.46 ",5.30%," $8,853,361.79 "," $530,316.37 ",60,1,10%,South,N/A,0
ABC1006818,Office building,1/1/2018," $5,694,966.56 ", Fully amortizing ," $1,898,322.19 ",6.34%," $7,801,324.05 "," $348,719.19 ",60,20,11%,Northeast,Class B,0
ABC1006819,Multifamily residential,1/1/2016," $1,330,755.79 ", Partially amortizing ," $1,117,834.87 ",7.04%," $1,774,341.06 "," $191,628.83 ",120,72,7%,Northeast,N/A,0
ABC1006820,Office building,1/1/2015," $522,222.16 ", Partially amortizing ," $358,592.55 ",6.37%," $779,436.06 "," $55,651.73 ",120,26,34%,Midwest,Class B,1
ABC1006821,Office building,1/1/2023," $4,102,728.56 ", Partially amortizing ," $3,733,482.99 ",6.44%," $6,033,424.36 "," $441,043.32 ",60,33,8%,Midwest,Class A,0
ABC1006822,Office building,1/1/2016," $5,073,538.83 ", Partially amortizing ," $4,244,860.83 ",7.04%," $7,805,444.36 "," $265,385.11 ",60,11,31%,South,Class C,1
ABC1006823,Retail space,1/1/2016," $1,573,673.78 ", Partially amortizing ," $1,479,253.36 ",7.54%," $2,497,894.90 "," $280,263.81 ",120,102,11%,West,N/A,0
ABC1006824,Office building,1/1/2016," $3,174,803.63 ", Fully amortizing ," $3,121,890.23 ",7.30%," $4,884,313.27 "," $167,531.95 ",60,59,37%,Northeast,Class B,0
ABC1006825,Office building,1/1/2020," $3,099,585.09 ", Partially amortizing ," $2,510,663.92 ",5.19%," $4,365,612.80 "," $225,702.18 ",60,3,23%,Northeast,Class A,1
ABC1006826,Retail space,1/1/2022," $1,507,388.87 ", Fully amortizing ," $50,246.30 ",6.78%," $2,512,314.78 "," $217,315.23 ",120,4,9%,South,N/A,0
ABC1006827,Office building,1/1/2019," $4,828,058.09 ", Partially amortizing ," $3,749,791.78 ",7.34%," $6,705,636.24 "," $178,369.92 ",120,53,36%,Midwest,Class C,0
ABC1006828,Multifamily residential,1/1/2019," $3,743,191.67 ", Partially amortizing ," $2,383,165.37 ",7.57%," $4,253,626.90 "," $524,897.56 ",120,11,11%,Northeast,N/A,0
ABC1006829,Office building,1/1/2023," $5,330,791.84 ", Fully amortizing ," $3,420,591.43 ",5.64%," $10,661,583.69 "," $705,796.84 ",120,77,31%,South,Class B,0
ABC1006830,Office building,1/1/2021," $1,155,443.69 ", Partially amortizing ," $1,109,225.94 ",5.44%," $1,750,672.25 "," $169,640.14 ",60,48,21%,Northeast,Class A,0
ABC1006831,Office building,1/1/2020," $711,226.53 ", Fully amortizing ," $622,323.21 ",7.39%," $923,670.82 "," $22,168.10 ",120,105,47%,Northeast,Class C,0
ABC1006832,Office building,1/1/2015," $4,364,145.64 ", Partially amortizing ," $4,000,466.84 ",7.39%," $5,897,494.11 "," $60,154.44 ",60,35,14%,Midwest,Class C,0
ABC1006833,Multifamily residential,1/1/2020," $2,377,898.17 ", Fully amortizing ," $1,572,054.90 ",7.15%," $3,048,587.40 "," $424,058.51 ",180,119,14%,Midwest,N/A,0
ABC1006834,Office building,1/1/2016," $1,033,035.19 ", Fully amortizing ," $430,431.33 ",7.81%," $1,750,907.10 "," $89,821.53 ",180,75,36%,Northeast,Class C,0
ABC1006835,Retail space,1/1/2023," $3,556,131.85 ", Partially amortizing ," $3,544,278.08 ",5.60%," $5,829,724.35 "," $525,841.14 ",120,119,10%,Northeast,N/A,0
ABC1006836,Multifamily residential,1/1/2016," $1,032,130.65 ", Partially amortizing ," $987,404.99 ",7.20%," $1,587,893.31 "," $107,024.01 ",60,47,10%,Northeast,N/A,0
ABC1006837,Office building,1/1/2017," $7,851,267.57 ", Partially amortizing ," $7,249,337.05 ",6.66%," $11,058,123.33 "," $667,910.65 ",60,37,33%,Midwest,Class B,0
ABC1006838,Multifamily residential,1/1/2017," $1,095,323.81 ", Fully amortizing ," $91,276.98 ",6.76%," $1,564,748.30 "," $137,541.38 ",60,5,34%,Northeast,N/A,0
ABC1006839,Multifamily residential,1/1/2018," $1,430,421.47 ", Partially amortizing ," $1,292,147.40 ",6.02%," $2,235,033.55 "," $174,332.62 ",60,31,36%,Midwest,N/A,0
ABC1006840,Retail space,1/1/2018," $3,499,740.56 ", Partially amortizing ," $2,974,779.47 ",7.22%," $4,860,750.78 "," $213,386.96 ",120,75,8%,Northeast,N/A,0
ABC1006841,Office building,1/1/2018," $2,417,627.00 ", Fully amortizing ," $402,937.83 ",5.88%," $4,317,191.07 "," $259,031.46 ",60,10,31%,Northeast,Class B,0
ABC1006842,Multifamily residential,1/1/2016," $10,386,525.17 ", Fully amortizing ," $2,163,859.41 ",7.63%," $16,486,547.89 "," $959,517.09 ",120,25,3%,Northeast,N/A,0
ABC1006843,Retail space,1/1/2021," $10,562,109.60 ", Partially amortizing ," $9,294,656.45 ",5.54%," $14,876,210.71 "," $894,060.26 ",60,24,23%,South,N/A,0
ABC1006844,Retail space,1/1/2023," $2,793,222.17 ", Partially amortizing ," $1,824,905.15 ",5.59%," $3,826,331.74 "," $330,212.43 ",120,16,2%,Northeast,N/A,0
ABC1006845,Office building,1/1/2022," $1,131,308.05 ", Partially amortizing ," $950,298.76 ",6.02%," $1,432,035.51 "," $72,461.00 ",60,12,9%,Northeast,Class C,0
ABC1006846,Retail space,1/1/2020," $7,393,764.40 ", Fully amortizing ," $1,232,294.07 ",8.18%," $11,736,133.96 "," $1,097,328.53 ",120,20,29%,West,N/A,0
ABC1006847,Office building,1/1/2020," $1,964,826.84 ", Partially amortizing ," $1,650,454.54 ",5.68%," $3,118,772.76 "," $105,414.52 ",60,12,23%,South,Class C,0
ABC1006848,Multifamily residential,1/1/2015," $1,467,258.39 ", Fully amortizing ," $207,861.61 ",7.26%," $2,009,943.00 "," $95,070.30 ",120,17,7%,Northeast,N/A,0
ABC1006849,Retail space,1/1/2016," $3,761,088.22 ", Partially amortizing ," $3,021,407.53 ",7.09%," $5,297,307.35 "," $576,876.77 ",60,1,15%,Northeast,N/A,1
ABC1006850,Office building,1/1/2023," $4,216,819.98 ", Fully amortizing ," $1,335,326.33 ",6.66%," $6,801,322.55 "," $416,921.07 ",60,19,9%,Midwest,Class C,0
ABC1006851,Office building,1/1/2017," $1,042,269.14 ", Partially amortizing ," $965,836.07 ",6.93%," $1,353,596.28 "," $80,674.34 ",120,98,26%,Northeast,Class B,0
ABC1006852,Retail space,1/1/2015," $9,730,408.18 ", Partially amortizing ," $9,373,626.54 ",6.40%," $13,704,800.25 "," $930,555.94 ",120,109,26%,West,N/A,0
ABC1006853,Multifamily residential,1/1/2020," $2,044,481.66 ", Partially amortizing ," $1,703,734.72 ",5.64%," $3,097,699.49 "," $124,527.52 ",60,10,1%,Northeast,N/A,1
ABC1006854,Multifamily residential,1/1/2017," $11,778,831.23 ", Fully amortizing ," $6,478,357.18 ",6.28%," $18,404,423.80 "," $1,056,413.93 ",60,33,36%,West,N/A,0
ABC1006855,Multifamily residential,1/1/2021," $6,324,624.11 ", Partially amortizing ," $5,881,900.43 ",7.59%," $9,730,190.94 "," $1,169,568.95 ",180,159,7%,Northeast,N/A,0
ABC1006856,Retail space,1/1/2019," $12,575,946.39 ", Partially amortizing ," $11,318,351.76 ",6.52%," $20,283,784.51 "," $1,279,906.80 ",60,30,7%,Midwest,N/A,0
ABC1006857,Retail space,1/1/2021," $2,203,469.84 ", Partially amortizing ," $1,909,673.86 ",7.28%," $3,442,921.62 "," $308,830.07 ",120,80,24%,South,N/A,1
ABC1006858,Office building,1/1/2023," $10,148,708.68 ", Partially amortizing ," $9,607,444.22 ",6.58%," $18,452,197.60 "," $1,500,163.66 ",60,44,8%,Northeast,Class B,0
ABC1006859,Multifamily residential,1/1/2022," $7,670,465.81 ", Fully amortizing ," $170,454.80 ",6.95%," $11,448,456.44 "," $777,350.19 ",180,4,5%,Northeast,N/A,0
ABC1006860,Retail space,1/1/2021," $2,582,805.43 ", Partially amortizing ," $2,281,478.13 ",5.69%," $3,798,243.29 "," $332,726.11 ",60,25,18%,Northeast,N/A,0
ABC1006861,Retail space,1/1/2017," $2,744,221.21 ", Partially amortizing ," $2,277,703.61 ",6.78%," $4,221,878.79 "," $274,422.12 ",120,69,2%,Northeast,N/A,0
ABC1006862,Multifamily residential,1/1/2022," $7,670,001.83 ", Partially amortizing ," $6,212,701.48 ",6.82%," $8,617,979.58 "," $910,058.64 ",180,123,37%,South,N/A,0
ABC1006863,Office building,1/1/2018," $1,290,388.07 ", Fully amortizing ," $1,053,816.93 ",5.61%," $1,897,629.52 "," $153,897.75 ",60,49,2%,Northeast,Class A,0
ABC1006864,Multifamily residential,1/1/2019," $4,648,755.25 ", Partially amortizing ," $3,548,549.84 ",7.45%," $7,497,992.34 "," $575,096.01 ",120,49,27%,Northeast,N/A,0
ABC1006865,Multifamily residential,1/1/2016," $2,770,253.52 ", Partially amortizing ," $2,576,335.78 ",7.36%," $4,328,521.13 "," $251,919.93 ",60,39,8%,Northeast,N/A,0
ABC1006866,Retail space,1/1/2016," $6,177,036.22 ", Partially amortizing ," $5,868,184.41 ",7.50%," $8,461,693.45 "," $614,318.94 ",120,105,12%,South,N/A,0
ABC1006867,Office building,1/1/2020," $5,131,386.00 ", Fully amortizing ," $855,231.00 ",7.25%," $8,145,057.14 "," $200,368.41 ",120,20,41%,Midwest,Class C,0
ABC1006868,Retail space,1/1/2018," $2,683,371.42 ", Partially amortizing ," $2,173,530.85 ",6.07%," $4,707,669.16 "," $340,364.48 ",60,3,13%,Northeast,N/A,0
ABC1006869,Retail space,1/1/2020," $857,563.90 ", Partially amortizing ," $600,294.73 ",7.52%," $1,261,123.38 "," $90,927.00 ",120,30,19%,Northeast,N/A,0
